source_desc,sector_desc,group_desc,commodity_desc,class_desc,prodn_practice_desc,util_practice_desc,statisticcat_desc,unit_desc,short_desc,domain_desc,domaincat_desc,agg_level_desc,state_alpha,state_name,state_ansi,county_name,county_code,asd_desc,year,freq_desc,reference_period_desc,begin_code,end_code,Value,CV_%
SURVEY,CROPS,FIELD CROPS,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,YIELD,BU / ACRE,"WHEAT - YIELD, MEASURED IN BU / ACRE","CHEMICAL, HERBICIDE",NOT SPECIFIED,STATE,IL,ILLINOIS,17,COUNTY 079,040,CENTRAL,2023,ANNUAL,JAN,0,0,89.3,11.8
CENSUS,CROPS,FIELD CROPS,SOYBEANS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PRODUCTION,BU,"SOYBEANS - PRODUCTION, MEASURED IN BU","CHEMICAL, HERBICIDE",NOT SPECIFIED,COUNTY,IL,ILLINOIS,17,COUNTY 081,121,CENTRAL,2021,ANNUAL,JAN,0,0,25.47,15.1
SURVEY,CROPS,FIELD CROPS,ALMONDS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,YIELD,BU / ACRE,"ALMONDS - YIELD, MEASURED IN BU / ACRE","CHEMICAL, HERBICIDE",NOT SPECIFIED,STATE,MN,MINNESOTA,27,COUNTY 011,113,CENTRAL,2019,SEASON,JUL,0,0,75.41,20.4
SURVEY,CROPS,FIELD CROPS,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,YIELD,BU / ACRE,"WHEAT - YIELD, MEASURED IN BU / ACRE","CHEMICAL, HERBICIDE",NOT SPECIFIED,COUNTY,KS,KANSAS,20,COUNTY 098,111,CENTRAL,2023,ANNUAL,JAN,0,0,17.61,9.6
SURVEY,CROPS,FIELD CROPS,ALMONDS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PRODUCTION,BU,"ALMONDS - PRODUCTION, MEASURED IN BU","CHEMICAL, HERBICIDE",NOT SPECIFIED,COUNTY,SD,SOUTH DAKOTA,46,COUNTY 091,036,CENTRAL,2020,SEASON,JAN,0,0,230.05,28.1
SURVEY,CROPS,FIELD CROPS,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA HARVESTED,ACRES,"WHEAT - AREA HARVESTED, MEASURED IN ACRES","CHEMICAL, HERBICIDE",NOT SPECIFIED,STATE,IL,ILLINOIS,17,COUNTY 085,134,CENTRAL,2019,ANNUAL,APR,0,0,113.11,14.1
SURVEY,CROPS,FIELD CROPS,ALMONDS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,YIELD,BU / ACRE,"ALMONDS - YIELD, MEASURED IN BU / ACRE","CHEMICAL, HERBICIDE",NOT SPECIFIED,COUNTY,SD,SOUTH DAKOTA,46,COUNTY 095,070,CENTRAL,2021,ANNUAL,APR,0,0,47.75,8.2
SURVEY,CROPS,FIELD CROPS,SOYBEANS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,TREATED,ACRES,"SOYBEANS - TREATED, MEASURED IN ACRES","CHEMICAL, HERBICIDE",NOT SPECIFIED,COUNTY,SD,SOUTH DAKOTA,46,COUNTY 050,073,CENTRAL,2023,ANNUAL,APR,0,0,146.4,10.2
SURVEY,CROPS,FIELD CROPS,SOYBEANS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA HARVESTED,ACRES,"SOYBEANS - AREA HARVESTED, MEASURED IN ACRES","CHEMICAL, HERBICIDE",NOT SPECIFIED,COUNTY,CA,CALIFORNIA,06,COUNTY 004,016,CENTRAL,2022,ANNUAL,APR,0,0,49.51,22.8
SURVEY,CROPS,FIELD CROPS,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA HARVESTED,ACRES,"WHEAT - AREA HARVESTED, MEASURED IN ACRES","CHEMICAL, HERBICIDE",NOT SPECIFIED,COUNTY,MN,MINNESOTA,27,COUNTY 041,174,CENTRAL,2018,ANNUAL,APR,0,0,201.21,19.6
SURVEY,CROPS,FIELD CROPS,ALMONDS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,YIELD,BU / ACRE,"ALMONDS - YIELD, MEASURED IN BU / ACRE","CHEMICAL, INSECTICIDE",NOT SPECIFIED,STATE,SD,SOUTH DAKOTA,46,COUNTY 059,187,CENTRAL,2021,ANNUAL,YEAR,0,0,76.83,22.5
SURVEY,CROPS,FIELD CROPS,COTTON,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PRODUCTION,BU,"COTTON - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,STATE,IL,ILLINOIS,17,COUNTY 060,038,CENTRAL,2020,SEASON,JUL,0,0,79.07,9.5
CENSUS,CROPS,FIELD CROPS,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA HARVESTED,ACRES,"WHEAT - AREA HARVESTED, MEASURED IN ACRES",TOTAL,NOT SPECIFIED,COUNTY,MN,MINNESOTA,27,COUNTY 081,018,CENTRAL,2022,ANNUAL,OCT,0,0,217.55,10.5
SURVEY,CROPS,FIELD CROPS,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PRODUCTION,BU,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,COUNTY,IL,ILLINOIS,17,COUNTY 062,012,CENTRAL,2023,ANNUAL,APR,0,0,140.02,12.5
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,TREATED,ACRES,"CORN - TREATED, MEASURED IN ACRES","CHEMICAL, HERBICIDE",NOT SPECIFIED,STATE,TX,TEXAS,48,COUNTY 084,054,CENTRAL,2019,ANNUAL,JUL,0,0,221.88,6.5
SURVEY,CROPS,FIELD CROPS,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PRODUCTION,BU,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,COUNTY,ND,NORTH DAKOTA,38,COUNTY 025,175,CENTRAL,2022,SEASON,OCT,0,0,103.52,21.0
CENSUS,CROPS,FIELD CROPS,COTTON,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,APPLICATIONS,LB,"COTTON - APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE",NOT SPECIFIED,COUNTY,TX,TEXAS,48,COUNTY 087,001,CENTRAL,2022,ANNUAL,JAN,0,0,86.31,10.6
CENSUS,CROPS,FIELD CROPS,SOYBEANS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PRODUCTION,BU,"SOYBEANS - PRODUCTION, MEASURED IN BU","CHEMICAL, INSECTICIDE",NOT SPECIFIED,STATE,TX,TEXAS,48,COUNTY 079,143,CENTRAL,2020,ANNUAL,JAN,0,0,126.8,10.5
SURVEY,CROPS,FIELD CROPS,ALMONDS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA HARVESTED,ACRES,"ALMONDS - AREA HARVESTED, MEASURED IN ACRES",TOTAL,NOT SPECIFIED,COUNTY,CA,CALIFORNIA,06,COUNTY 033,111,CENTRAL,2018,ANNUAL,JUL,0,0,15.84,8.8
CENSUS,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PRODUCTION,BU,"CORN - PRODUCTION, MEASURED IN BU","CHEMICAL, INSECTICIDE",NOT SPECIFIED,STATE,IA,IOWA,19,COUNTY 019,021,CENTRAL,2022,ANNUAL,YEAR,0,0,38.97,14.1
SURVEY,CROPS,FIELD CROPS,ALMONDS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PRODUCTION,BU,"ALMONDS - PRODUCTION, MEASURED IN BU","CHEMICAL, INSECTICIDE",NOT SPECIFIED,COUNTY,KS,KANSAS,20,COUNTY 057,129,CENTRAL,2022,ANNUAL,YEAR,0,0,55.27,23.4
CENSUS,CROPS,FIELD CROPS,SOYBEANS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,APPLICATIONS,LB,"SOYBEANS - APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE",NOT SPECIFIED,COUNTY,ND,NORTH DAKOTA,38,COUNTY 015,093,CENTRAL,2018,ANNUAL,JUL,0,0,204.26,25.2
SURVEY,CROPS,FIELD CROPS,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,APPLICATIONS,LB,"WHEAT - APPLICATIONS, MEASURED IN LB",TOTAL,NOT SPECIFIED,STATE,CA,CALIFORNIA,06,COUNTY 041,195,CENTRAL,2018,ANNUAL,YEAR,0,0,183.58,24.3
SURVEY,CROPS,FIELD CROPS,COTTON,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,YIELD,BU / ACRE,"COTTON - YIELD, MEASURED IN BU / ACRE","CHEMICAL, INSECTICIDE",NOT SPECIFIED,COUNTY,IL,ILLINOIS,17,COUNTY 069,140,CENTRAL,2019,ANNUAL,YEAR,0,0,48.73,19.0
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA HARVESTED,ACRES,"CORN - AREA HARVESTED, MEASURED IN ACRES",TOTAL,NOT SPECIFIED,COUNTY,CA,CALIFORNIA,06,COUNTY 080,124,CENTRAL,2023,SEASON,JAN,0,0,69.55,9.1
SURVEY,CROPS,FIELD CROPS,COTTON,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,YIELD,BU / ACRE,"COTTON - YIELD, MEASURED IN BU / ACRE","CHEMICAL, INSECTICIDE",NOT SPECIFIED,COUNTY,IL,ILLINOIS,17,COUNTY 060,156,CENTRAL,2019,ANNUAL,YEAR,0,0,236.09,22.3
SURVEY,CROPS,FIELD CROPS,COTTON,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,APPLICATIONS,LB,"COTTON - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE",NOT SPECIFIED,STATE,IA,IOWA,19,COUNTY 096,039,CENTRAL,2018,SEASON,YEAR,0,0,21.91,2.1
SURVEY,CROPS,FIELD CROPS,COTTON,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PRODUCTION,BU,"COTTON - PRODUCTION, MEASURED IN BU","CHEMICAL, HERBICIDE",NOT SPECIFIED,COUNTY,SD,SOUTH DAKOTA,46,COUNTY 022,165,CENTRAL,2021,ANNUAL,JUL,0,0,137.09,24.1
SURVEY,CROPS,FIELD CROPS,COTTON,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,APPLICATIONS,LB,"COTTON - APPLICATIONS, MEASURED IN LB",TOTAL,NOT SPECIFIED,COUNTY,CA,CALIFORNIA,06,COUNTY 043,060,CENTRAL,2018,ANNUAL,YEAR,0,0,130.74,23.6
SURVEY,CROPS,FIELD CROPS,SOYBEANS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,TREATED,ACRES,"SOYBEANS - TREATED, MEASURED IN ACRES","CHEMICAL, HERBICIDE",NOT SPECIFIED,COUNTY,OH,OHIO,39,COUNTY 032,159,CENTRAL,2019,ANNUAL,APR,0,0,181.56,20.4
SURVEY,CROPS,FIELD CROPS,COTTON,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PRODUCTION,BU,"COTTON - PRODUCTION, MEASURED IN BU","CHEMICAL, HERBICIDE",NOT SPECIFIED,COUNTY,KS,KANSAS,20,COUNTY 013,186,CENTRAL,2020,ANNUAL,APR,0,0,65.73,3.8
CENSUS,CROPS,FIELD CROPS,COTTON,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,YIELD,BU / ACRE,"COTTON - YIELD, MEASURED IN BU / ACRE","CHEMICAL, HERBICIDE",NOT SPECIFIED,STATE,SD,SOUTH DAKOTA,46,COUNTY 038,097,CENTRAL,2020,SEASON,JUL,0,0,233.73,29.9
CENSUS,CROPS,FIELD CROPS,SOYBEANS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PRODUCTION,BU,"SOYBEANS - PRODUCTION, MEASURED IN BU","CHEMICAL, HERBICIDE",NOT SPECIFIED,STATE,WI,WISCONSIN,55,COUNTY 026,104,CENTRAL,2023,ANNUAL,APR,0,0,102.94,22.9
CENSUS,CROPS,FIELD CROPS,ALMONDS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,TREATED,ACRES,"ALMONDS - TREATED, MEASURED IN ACRES","CHEMICAL, HERBICIDE",NOT SPECIFIED,COUNTY,IN,INDIANA,18,COUNTY 081,139,CENTRAL,2022,ANNUAL,JAN,0,0,71.79,22.3
SURVEY,CROPS,FIELD CROPS,SOYBEANS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,APPLICATIONS,LB,"SOYBEANS - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE",NOT SPECIFIED,STATE,CA,CALIFORNIA,06,COUNTY 005,110,CENTRAL,2020,SEASON,JUL,0,0,84.55,2.9
SURVEY,CROPS,FIELD CROPS,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA HARVESTED,ACRES,"WHEAT - AREA HARVESTED, MEASURED IN ACRES",TOTAL,NOT SPECIFIED,COUNTY,IL,ILLINOIS,17,COUNTY 049,029,CENTRAL,2019,ANNUAL,YEAR,0,0,87.51,12.6
SURVEY,CROPS,FIELD CROPS,SOYBEANS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA HARVESTED,ACRES,"SOYBEANS - AREA HARVESTED, MEASURED IN ACRES",TOTAL,NOT SPECIFIED,COUNTY,ND,NORTH DAKOTA,38,COUNTY 097,089,CENTRAL,2020,ANNUAL,APR,0,0,50.13,3.5
SURVEY,CROPS,FIELD CROPS,ALMONDS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA HARVESTED,ACRES,"ALMONDS - AREA HARVESTED, MEASURED IN ACRES","CHEMICAL, HERBICIDE",NOT SPECIFIED,COUNTY,CA,CALIFORNIA,06,COUNTY 091,119,CENTRAL,2021,ANNUAL,JAN,0,0,232.05,11.5
SURVEY,CROPS,FIELD CROPS,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,APPLICATIONS,LB,"WHEAT - APPLICATIONS, MEASURED IN LB",TOTAL,NOT SPECIFIED,COUNTY,IL,ILLINOIS,17,COUNTY 005,141,CENTRAL,2018,ANNUAL,JUL,0,0,44.13,17.5
SURVEY,CROPS,FIELD CROPS,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA HARVESTED,ACRES,"WHEAT - AREA HARVESTED, MEASURED IN ACRES","CHEMICAL, INSECTICIDE",NOT SPECIFIED,COUNTY,IA,IOWA,19,COUNTY 071,051,CENTRAL,2018,ANNUAL,JUL,0,0,220.77,26.5
CENSUS,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,TREATED,ACRES,"CORN - TREATED, MEASURED IN ACRES","CHEMICAL, HERBICIDE",NOT SPECIFIED,COUNTY,TX,TEXAS,48,COUNTY 048,108,CENTRAL,2019,ANNUAL,YEAR,0,0,101.53,9.2
SURVEY,CROPS,FIELD CROPS,COTTON,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,APPLICATIONS,LB,"COTTON - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE",NOT SPECIFIED,STATE,CA,CALIFORNIA,06,COUNTY 018,182,CENTRAL,2022,ANNUAL,OCT,0,0,67.68,19.1
CENSUS,CROPS,FIELD CROPS,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA HARVESTED,ACRES,"WHEAT - AREA HARVESTED, MEASURED IN ACRES","CHEMICAL, INSECTICIDE",NOT SPECIFIED,STATE,NE,NEBRASKA,31,COUNTY 095,147,CENTRAL,2018,ANNUAL,APR,0,0,50.03,5.8
SURVEY,CROPS,FIELD CROPS,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,YIELD,BU / ACRE,"WHEAT - YIELD, MEASURED IN BU / ACRE","CHEMICAL, HERBICIDE",NOT SPECIFIED,STATE,WI,WISCONSIN,55,COUNTY 006,058,CENTRAL,2020,ANNUAL,JAN,0,0,126.33,11.3
SURVEY,CROPS,FIELD CROPS,ALMONDS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,APPLICATIONS,LB,"ALMONDS - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE",NOT SPECIFIED,COUNTY,IN,INDIANA,18,COUNTY 066,036,CENTRAL,2021,ANNUAL,JUL,0,0,167.48,28.5
SURVEY,CROPS,FIELD CROPS,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,APPLICATIONS,LB,"WHEAT - APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE",NOT SPECIFIED,COUNTY,NE,NEBRASKA,31,COUNTY 077,028,CENTRAL,2022,ANNUAL,APR,0,0,224.61,22.7
SURVEY,CROPS,FIELD CROPS,ALMONDS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PRODUCTION,BU,"ALMONDS - PRODUCTION, MEASURED IN BU","CHEMICAL, INSECTICIDE",NOT SPECIFIED,STATE,SD,SOUTH DAKOTA,46,COUNTY 042,196,CENTRAL,2022,ANNUAL,JAN,0,0,163.29,16.8
CENSUS,CROPS,FIELD CROPS,COTTON,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA HARVESTED,ACRES,"COTTON - AREA HARVESTED, MEASURED IN ACRES",TOTAL,NOT SPECIFIED,COUNTY,WI,WISCONSIN,55,COUNTY 052,131,CENTRAL,2022,ANNUAL,JAN,0,0,121.17,8.3
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,YIELD,BU / ACRE,"CORN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,STATE,SD,SOUTH DAKOTA,46,COUNTY 011,101,CENTRAL,2018,ANNUAL,JUL,0,0,8.85,12.0
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,TREATED,ACRES,"CORN - TREATED, MEASURED IN ACRES",TOTAL,NOT SPECIFIED,COUNTY,TX,TEXAS,48,COUNTY 026,107,CENTRAL,2023,ANNUAL,APR,0,0,228.9,5.5
SURVEY,CROPS,FIELD CROPS,COTTON,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,APPLICATIONS,LB,"COTTON - APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE",NOT SPECIFIED,STATE,TX,TEXAS,48,COUNTY 021,089,CENTRAL,2022,ANNUAL,JAN,0,0,225.64,11.3
SURVEY,CROPS,FIELD CROPS,COTTON,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,TREATED,ACRES,"COTTON - TREATED, MEASURED IN ACRES","CHEMICAL, INSECTICIDE",NOT SPECIFIED,COUNTY,SD,SOUTH DAKOTA,46,COUNTY 066,169,CENTRAL,2019,ANNUAL,JUL,0,0,94.99,5.4
SURVEY,CROPS,FIELD CROPS,SOYBEANS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,TREATED,ACRES,"SOYBEANS - TREATED, MEASURED IN ACRES","CHEMICAL, INSECTICIDE",NOT SPECIFIED,COUNTY,CA,CALIFORNIA,06,COUNTY 040,035,CENTRAL,2020,ANNUAL,APR,0,0,7.74,24.1
SURVEY,CROPS,FIELD CROPS,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,TREATED,ACRES,"WHEAT - TREATED, MEASURED IN ACRES",TOTAL,NOT SPECIFIED,COUNTY,MN,MINNESOTA,27,COUNTY 056,093,CENTRAL,2023,SEASON,APR,0,0,183.48,3.3
SURVEY,CROPS,FIELD CROPS,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PRODUCTION,BU,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,STATE,CA,CALIFORNIA,06,COUNTY 051,105,CENTRAL,2021,ANNUAL,JUL,0,0,198.02,6.5
SURVEY,CROPS,FIELD CROPS,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,TREATED,ACRES,"WHEAT - TREATED, MEASURED IN ACRES","CHEMICAL, HERBICIDE",NOT SPECIFIED,COUNTY,IN,INDIANA,18,COUNTY 020,076,CENTRAL,2020,ANNUAL,APR,0,0,135.85,21.0
SURVEY,CROPS,FIELD CROPS,ALMONDS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA HARVESTED,ACRES,"ALMONDS - AREA HARVESTED, MEASURED IN ACRES","CHEMICAL, HERBICIDE",NOT SPECIFIED,STATE,SD,SOUTH DAKOTA,46,COUNTY 081,084,CENTRAL,2019,SEASON,OCT,0,0,101.02,27.2
CENSUS,CROPS,FIELD CROPS,SOYBEANS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA HARVESTED,ACRES,"SOYBEANS - AREA HARVESTED, MEASURED IN ACRES","CHEMICAL, INSECTICIDE",NOT SPECIFIED,COUNTY,NE,NEBRASKA,31,COUNTY 080,076,CENTRAL,2019,ANNUAL,JAN,0,0,212.86,29.0
SURVEY,CROPS,FIELD CROPS,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,YIELD,BU / ACRE,"WHEAT - YIELD, MEASURED IN BU / ACRE","CHEMICAL, HERBICIDE",NOT SPECIFIED,COUNTY,TX,TEXAS,48,COUNTY 057,050,CENTRAL,2023,ANNUAL,JAN,0,0,48.53,25.2
SURVEY,CROPS,FIELD CROPS,ALMONDS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,YIELD,BU / ACRE,"ALMONDS - YIELD, MEASURED IN BU / ACRE","CHEMICAL, HERBICIDE",NOT SPECIFIED,COUNTY,NE,NEBRASKA,31,COUNTY 005,100,CENTRAL,2020,ANNUAL,APR,0,0,110.17,7.1
SURVEY,CROPS,FIELD CROPS,ALMONDS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,TREATED,ACRES,"ALMONDS - TREATED, MEASURED IN ACRES","CHEMICAL, HERBICIDE",NOT SPECIFIED,COUNTY,SD,SOUTH DAKOTA,46,COUNTY 014,158,CENTRAL,2018,ANNUAL,JUL,0,0,6.61,9.3
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,TREATED,ACRES,"CORN - TREATED, MEASURED IN ACRES",TOTAL,NOT SPECIFIED,COUNTY,IA,IOWA,19,COUNTY 024,072,CENTRAL,2019,ANNUAL,YEAR,0,0,41.42,26.3
SURVEY,CROPS,FIELD CROPS,ALMONDS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PRODUCTION,BU,"ALMONDS - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,COUNTY,SD,SOUTH DAKOTA,46,COUNTY 068,115,CENTRAL,2022,ANNUAL,APR,0,0,235.24,26.8
SURVEY,CROPS,FIELD CROPS,COTTON,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,TREATED,ACRES,"COTTON - TREATED, MEASURED IN ACRES","CHEMICAL, INSECTICIDE",NOT SPECIFIED,STATE,OH,OHIO,39,COUNTY 052,077,CENTRAL,2021,ANNUAL,YEAR,0,0,144.73,19.6
CENSUS,CROPS,FIELD CROPS,ALMONDS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,TREATED,ACRES,"ALMONDS - TREATED, MEASURED IN ACRES","CHEMICAL, HERBICIDE",NOT SPECIFIED,COUNTY,WI,WISCONSIN,55,COUNTY 048,121,CENTRAL,2021,SEASON,APR,0,0,201.5,10.1
SURVEY,CROPS,FIELD CROPS,COTTON,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,TREATED,ACRES,"COTTON - TREATED, MEASURED IN ACRES",TOTAL,NOT SPECIFIED,STATE,IN,INDIANA,18,COUNTY 088,198,CENTRAL,2019,SEASON,YEAR,0,0,121.88,7.5
SURVEY,CROPS,FIELD CROPS,COTTON,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,APPLICATIONS,LB,"COTTON - APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE",NOT SPECIFIED,STATE,OH,OHIO,39,COUNTY 047,054,CENTRAL,2022,ANNUAL,APR,0,0,208.79,25.7
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,APPLICATIONS,LB,"CORN - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE",NOT SPECIFIED,COUNTY,ND,NORTH DAKOTA,38,COUNTY 060,071,CENTRAL,2020,ANNUAL,JUL,0,0,134.97,7.0
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PRODUCTION,BU,"CORN - PRODUCTION, MEASURED IN BU","CHEMICAL, HERBICIDE",NOT SPECIFIED,COUNTY,NE,NEBRASKA,31,COUNTY 073,085,CENTRAL,2021,ANNUAL,YEAR,0,0,1.63,20.2
SURVEY,CROPS,FIELD CROPS,ALMONDS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,PRODUCTION,BU,"ALMONDS - PRODUCTION, MEASURED IN BU","CHEMICAL, INSECTICIDE",NOT SPECIFIED,STATE,IA,IOWA,19,COUNTY 003,102,CENTRAL,2022,ANNUAL,OCT,0,0,224.97,29.1
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA HARVESTED,ACRES,"CORN - AREA HARVESTED, MEASURED IN ACRES","CHEMICAL, INSECTICIDE",NOT SPECIFIED,COUNTY,IN,INDIANA,18,COUNTY 009,107,CENTRAL,2022,ANNUAL,JUL,0,0,37.57,21.5
