PMID,ArticleTitle,AbstractText,Authors,DOI,Journal,PubDate_Year,PubDate_Month
30000294,Genetic Diversity of Pollinators in Fragmented Habitats,Field trials in Eastern Seaboard show that integrated pest management reduces Apis mellifera mortality by 37% compared to conventional thiamethoxam application schedules.,"Lee W, Moore H",10.13360/pollinator.2012.7248,"Agriculture, Ecosystems & Environment",2020,3
30000295,Pesticide Impact on Honeybee Colony Health,Residues of neonicotinoid found in pollen samples correlate with increased mortality in Apis mellifera. Lethal dose thresholds were exceeded in 16% of tested fields.,"Lee W, Smith J",10.17464/pollinator.2022.7822,Nature Ecology & Evolution,2014,1
30000296,Integrated Pest Management Benefits for Pollinator Health,Residues of thiamethoxam found in pollen samples correlate with increased mortality in Osmia lignaria. Lethal dose thresholds were exceeded in 53% of tested fields.,"Taylor S, Anderson T",10.12986/pollinator.2013.8955,Science of the Total Environment,2024,1
30000297,Long-Term Trends in Pollinator Abundance and Pesticide Use,Urban gardens in Pacific Northwest provide crucial refuge for Bombus terrestris amidst surrounding agricultural monocultures. Species richness was 407x higher in garden plots.,"Brown M, Moore H, Garcia L, Martin F",10.15480/pollinator.2016.9177,Science of the Total Environment,2023,1
30000298,Urban Pollinator Conservation: A Garden Ecology Study,Residues of imidacloprid found in pollen samples correlate with increased mortality in Bombus terrestris. Lethal dose thresholds were exceeded in 35% of tested fields.,"Smith J, Garcia L, Anderson T, Lee W, Jackson B",10.11093/pollinator.2012.7449,PNAS,2023,11
30000299,Meta-Analysis of Pesticide Effects on Bee Foraging Behavior,Residues of clothianidin found in pollen samples correlate with increased mortality in Osmia lignaria. Lethal dose thresholds were exceeded in 32% of tested fields.,"Jackson B, Lee W, Garcia L, Jones K, Williams R",10.19646/pollinator.2013.2878,Journal of Applied Ecology,2019,11
30000300,Pesticide Impact on Honeybee Colony Health,A meta-analysis of 380 studies spanning 19 years demonstrates that glyphosate negatively affects Bombus terrestris foraging behavior and navigation abilities.,"Moore H, Lee W, Brown M",10.18956/pollinator.2014.2209,Journal of Applied Ecology,2019,10
30000301,Phenological Shifts in Plant-Pollinator Networks Under Climate Change,This study evaluates the impact of clothianidin exposure on Bombus terrestris colonies across Midwest US. Results indicate a 43% decline in colony health metrics over the study period.,"Anderson T, Martin F, Jones K, Moore H",10.13161/pollinator.2023.9739,Journal of Applied Ecology,2017,7
30000302,Long-Term Trends in Pollinator Abundance and Pesticide Use,This study evaluates the impact of clothianidin exposure on Apis mellifera colonies across Eastern Seaboard. Results indicate a 31% decline in colony health metrics over the study period.,"Anderson T, Jackson B",10.16680/pollinator.2011.6306,PNAS,2024,6
30000303,Integrated Pest Management Benefits for Pollinator Health,Field trials in Eastern Seaboard show that integrated pest management reduces Megachile rotundata mortality by 60% compared to conventional thiamethoxam application schedules.,"Lee W, Brown M, Taylor S",10.17091/pollinator.2012.7842,Ecology Letters,2019,10
30000304,Phenological Shifts in Plant-Pollinator Networks Under Climate Change,Long-term monitoring of Apis mellifera populations in Southern US reveals significant population declines linked to clothianidin application rates. We recommend immediate policy intervention.,"Brown M, Thomas D",10.18504/pollinator.2021.8482,Journal of Applied Ecology,2020,6
30000305,Pesticide Impact on Honeybee Colony Health,Residues of thiamethoxam found in pollen samples correlate with increased mortality in Megachile rotundata. Lethal dose thresholds were exceeded in 23% of tested fields.,"Moore H, Martinez C, Smith J",10.15761/pollinator.2021.8660,Journal of Applied Ecology,2022,5
30000306,Phenological Shifts in Plant-Pollinator Networks Under Climate Change,Residues of neonicotinoid found in pollen samples correlate with increased mortality in Bombus terrestris. Lethal dose thresholds were exceeded in 24% of tested fields.,"Wilson P, Moore H, Williams R",10.14260/pollinator.2019.6617,Ecology Letters,2018,8
30000307,Phenological Shifts in Plant-Pollinator Networks Under Climate Change,This study evaluates the impact of neonicotinoid exposure on Apis mellifera colonies across Southern US. Results indicate a 54% decline in colony health metrics over the study period.,"Jones K, Thomas D",10.15136/pollinator.2017.1559,Science of the Total Environment,2012,9
30000308,Urban Pollinator Conservation: A Garden Ecology Study,This study evaluates the impact of imidacloprid exposure on Osmia lignaria colonies across Great Plains. Results indicate a 9% decline in colony health metrics over the study period.,"Smith J, Taylor S, Garcia L, Anderson T, Lee W",10.17996/pollinator.2018.6668,Science of the Total Environment,2024,2
30000309,Meta-Analysis of Pesticide Effects on Bee Foraging Behavior,Field trials in Southern US show that integrated pest management reduces Megachile rotundata mortality by 48% compared to conventional glyphosate application schedules.,"Martin F, Smith J, Thomas D, Lee W, Johnson A",10.19080/pollinator.2017.6769,"Agriculture, Ecosystems & Environment",2015,4
30000310,Pesticide Impact on Honeybee Colony Health,Residues of organophosphate found in pollen samples correlate with increased mortality in Bombus terrestris. Lethal dose thresholds were exceeded in 38% of tested fields.,"Garcia L, Moore H, Anderson T",10.14436/pollinator.2022.6102,PNAS,2020,2
30000311,Integrated Pest Management Benefits for Pollinator Health,Long-term monitoring of Bombus terrestris populations in Eastern Seaboard reveals significant population declines linked to clothianidin application rates. We recommend immediate policy intervention.,"Brown M, Lee W, Williams R, Jackson B, Smith J",10.19966/pollinator.2024.2497,Nature Ecology & Evolution,2011,5
30000312,Meta-Analysis of Pesticide Effects on Bee Foraging Behavior,Residues of imidacloprid found in pollen samples correlate with increased mortality in Osmia lignaria. Lethal dose thresholds were exceeded in 37% of tested fields.,"Lee W, Jackson B, Martin F, Johnson A, Smith J",10.18778/pollinator.2011.4169,"Agriculture, Ecosystems & Environment",2018,7
30000313,Urban Pollinator Conservation: A Garden Ecology Study,Residues of thiamethoxam found in pollen samples correlate with increased mortality in Bombus impatiens. Lethal dose thresholds were exceeded in 55% of tested fields.,"Garcia L, Jones K",10.12729/pollinator.2019.7233,"Agriculture, Ecosystems & Environment",2015,6
30000314,Long-Term Trends in Pollinator Abundance and Pesticide Use,Long-term monitoring of Apis mellifera populations in Eastern Seaboard reveals significant population declines linked to imidacloprid application rates. We recommend immediate policy intervention.,"Brown M, Martin F, Smith J, Lee W",10.12215/pollinator.2016.5129,Science of the Total Environment,2024,12
30000315,Genetic Diversity of Pollinators in Fragmented Habitats,"Climate change shifts the phenology of flowering plants in Midwest US, disrupting Osmia lignaria pollination networks. Mean bloom date advanced by 7 days per decade.","Brown M, Wilson P, Williams R",10.17398/pollinator.2018.2079,Nature Ecology & Evolution,2010,5
30000316,Phenological Shifts in Plant-Pollinator Networks Under Climate Change,A meta-analysis of 401 studies spanning 12 years demonstrates that glyphosate negatively affects Bombus impatiens foraging behavior and navigation abilities.,"Martin F, Smith J",10.12990/pollinator.2014.7549,Environmental Science & Technology,2017,4
30000317,Pesticide Impact on Honeybee Colony Health,Field trials in Midwest US show that integrated pest management reduces Bombus impatiens mortality by 31% compared to conventional thiamethoxam application schedules.,"Lee W, Moore H, Johnson A, Taylor S, Jones K",10.18397/pollinator.2022.4203,Science of the Total Environment,2013,12
30000318,Urban Pollinator Conservation: A Garden Ecology Study,This study evaluates the impact of organophosphate exposure on native bumblebee colonies across Central Valley CA. Results indicate a 26% decline in colony health metrics over the study period.,"Thomas D, Johnson A, Jackson B, Anderson T, Martin F",10.13400/pollinator.2017.7681,"Agriculture, Ecosystems & Environment",2018,12
30000319,Long-Term Trends in Pollinator Abundance and Pesticide Use,Habitat fragmentation in Midwest US leads to reduced genetic diversity in native Osmia lignaria populations. We analyzed 206 sampling sites over 6 years.,"Martinez C, Johnson A, Wilson P",10.17888/pollinator.2023.2183,Journal of Applied Ecology,2016,10
30000320,Phenological Shifts in Plant-Pollinator Networks Under Climate Change,Long-term monitoring of native bumblebee populations in Pacific Northwest reveals significant population declines linked to glyphosate application rates. We recommend immediate policy intervention.,"Wilson P, Brown M",10.19587/pollinator.2020.9338,Science of the Total Environment,2011,2
30000321,Genetic Diversity of Pollinators in Fragmented Habitats,A meta-analysis of 301 studies spanning 19 years demonstrates that imidacloprid negatively affects Bombus terrestris foraging behavior and navigation abilities.,"Williams R, Wilson P, Moore H, Martinez C, Anderson T",10.19751/pollinator.2011.7508,"Agriculture, Ecosystems & Environment",2013,2
30000322,Meta-Analysis of Pesticide Effects on Bee Foraging Behavior,Habitat fragmentation in Midwest US leads to reduced genetic diversity in native Apis mellifera populations. We analyzed 69 sampling sites over 13 years.,"Jones K, Brown M, Moore H, Johnson A, Martin F",10.12760/pollinator.2023.1695,Science of the Total Environment,2018,1
30000323,Sublethal Neonicotinoid Effects on Solitary Bees,A meta-analysis of 478 studies spanning 9 years demonstrates that organophosphate negatively affects Apis mellifera foraging behavior and navigation abilities.,"Moore H, Taylor S, Wilson P",10.12607/pollinator.2023.9096,Journal of Applied Ecology,2014,6
30000324,Meta-Analysis of Pesticide Effects on Bee Foraging Behavior,This study evaluates the impact of glyphosate exposure on Bombus terrestris colonies across Pacific Northwest. Results indicate a 43% decline in colony health metrics over the study period.,"Jackson B, Garcia L",10.13755/pollinator.2020.1813,PNAS,2021,8
30000325,Genetic Diversity of Pollinators in Fragmented Habitats,Residues of neonicotinoid found in pollen samples correlate with increased mortality in Osmia lignaria. Lethal dose thresholds were exceeded in 52% of tested fields.,"Smith J, Martinez C, Williams R, Lee W, Wilson P",10.11842/pollinator.2024.2418,Environmental Science & Technology,2016,5
30000326,Integrated Pest Management Benefits for Pollinator Health,A meta-analysis of 129 studies spanning 13 years demonstrates that imidacloprid negatively affects Megachile rotundata foraging behavior and navigation abilities.,"Brown M, Johnson A, Jackson B",10.11688/pollinator.2014.2337,Journal of Applied Ecology,2021,11
30000327,Meta-Analysis of Pesticide Effects on Bee Foraging Behavior,This study evaluates the impact of thiamethoxam exposure on native bumblebee colonies across Midwest US. Results indicate a 32% decline in colony health metrics over the study period.,"Martinez C, Garcia L, Thomas D",10.11096/pollinator.2010.8467,Science of the Total Environment,2024,12
30000328,Genetic Diversity of Pollinators in Fragmented Habitats,"Climate change shifts the phenology of flowering plants in Eastern Seaboard, disrupting native bumblebee pollination networks. Mean bloom date advanced by 8 days per decade.","Smith J, Thomas D",10.19519/pollinator.2018.1068,PNAS,2023,2
30000329,Phenological Shifts in Plant-Pollinator Networks Under Climate Change,Field trials in Pacific Northwest show that integrated pest management reduces Osmia lignaria mortality by 60% compared to conventional thiamethoxam application schedules.,"Martinez C, Thomas D",10.18887/pollinator.2011.5803,Science of the Total Environment,2023,7
30000330,Sublethal Neonicotinoid Effects on Solitary Bees,A meta-analysis of 271 studies spanning 13 years demonstrates that organophosphate negatively affects Osmia lignaria foraging behavior and navigation abilities.,"Johnson A, Wilson P",10.12012/pollinator.2020.3027,PNAS,2011,3
30000331,Phenological Shifts in Plant-Pollinator Networks Under Climate Change,Field trials in Midwest US show that integrated pest management reduces Megachile rotundata mortality by 30% compared to conventional imidacloprid application schedules.,"Wilson P, Garcia L, Martinez C, Anderson T, Martin F",10.17987/pollinator.2018.8740,Ecology Letters,2017,6
30000332,Pesticide Impact on Honeybee Colony Health,Residues of clothianidin found in pollen samples correlate with increased mortality in Megachile rotundata. Lethal dose thresholds were exceeded in 5% of tested fields.,"Garcia L, Martin F, Anderson T, Williams R",10.18269/pollinator.2019.1607,Nature Ecology & Evolution,2018,2
30000333,Phenological Shifts in Plant-Pollinator Networks Under Climate Change,Habitat fragmentation in Southern US leads to reduced genetic diversity in native Megachile rotundata populations. We analyzed 289 sampling sites over 14 years.,"Smith J, Johnson A, Thomas D, Brown M, Anderson T",10.15209/pollinator.2019.1320,Science of the Total Environment,2010,6
30000334,Pesticide Impact on Honeybee Colony Health,Residues of imidacloprid found in pollen samples correlate with increased mortality in native bumblebee. Lethal dose thresholds were exceeded in 7% of tested fields.,"Jones K, Smith J, Garcia L, Martin F, Lee W",10.16633/pollinator.2021.3005,Science of the Total Environment,2016,8
30000335,Urban Pollinator Conservation: A Garden Ecology Study,A meta-analysis of 152 studies spanning 16 years demonstrates that neonicotinoid negatively affects Osmia lignaria foraging behavior and navigation abilities.,"Martinez C, Williams R, Smith J, Martin F",10.12625/pollinator.2023.5414,Science of the Total Environment,2017,8
30000336,Meta-Analysis of Pesticide Effects on Bee Foraging Behavior,"Climate change shifts the phenology of flowering plants in Pacific Northwest, disrupting Osmia lignaria pollination networks. Mean bloom date advanced by 9 days per decade.","Wilson P, Martinez C",10.16909/pollinator.2022.1633,"Agriculture, Ecosystems & Environment",2020,3
30000337,Integrated Pest Management Benefits for Pollinator Health,Long-term monitoring of native bumblebee populations in Pacific Northwest reveals significant population declines linked to organophosphate application rates. We recommend immediate policy intervention.,"Thomas D, Martin F, Brown M",10.17788/pollinator.2023.1756,Environmental Science & Technology,2016,3
30000338,Phenological Shifts in Plant-Pollinator Networks Under Climate Change,Long-term monitoring of native bumblebee populations in Midwest US reveals significant population declines linked to neonicotinoid application rates. We recommend immediate policy intervention.,"Johnson A, Anderson T",10.13757/pollinator.2016.7818,Nature Ecology & Evolution,2011,11
30000339,Genetic Diversity of Pollinators in Fragmented Habitats,Residues of clothianidin found in pollen samples correlate with increased mortality in native bumblebee. Lethal dose thresholds were exceeded in 39% of tested fields.,"Anderson T, Jackson B, Martin F, Johnson A",10.14379/pollinator.2023.7129,"Agriculture, Ecosystems & Environment",2017,4
30000340,Phenological Shifts in Plant-Pollinator Networks Under Climate Change,Field trials in Pacific Northwest show that integrated pest management reduces Bombus impatiens mortality by 41% compared to conventional thiamethoxam application schedules.,"Smith J, Thomas D, Lee W",10.19139/pollinator.2011.8520,Journal of Applied Ecology,2018,6
30000341,Sublethal Neonicotinoid Effects on Solitary Bees,This study evaluates the impact of organophosphate exposure on native bumblebee colonies across Midwest US. Results indicate a 31% decline in colony health metrics over the study period.,"Lee W, Moore H",10.15538/pollinator.2023.3970,Journal of Applied Ecology,2014,10
30000342,Genetic Diversity of Pollinators in Fragmented Habitats,Long-term monitoring of native bumblebee populations in Great Plains reveals significant population declines linked to organophosphate application rates. We recommend immediate policy intervention.,"Anderson T, Brown M, Jackson B, Martin F, Martinez C",10.12595/pollinator.2016.4520,Nature Ecology & Evolution,2012,7
30000343,Phenological Shifts in Plant-Pollinator Networks Under Climate Change,Urban gardens in Great Plains provide crucial refuge for Osmia lignaria amidst surrounding agricultural monocultures. Species richness was 405x higher in garden plots.,"Garcia L, Anderson T, Jackson B",10.18517/pollinator.2013.9987,Environmental Science & Technology,2023,2
30000344,Integrated Pest Management Benefits for Pollinator Health,Habitat fragmentation in Southern US leads to reduced genetic diversity in native Megachile rotundata populations. We analyzed 384 sampling sites over 3 years.,"Taylor S, Johnson A, Martinez C",10.15478/pollinator.2023.5501,Nature Ecology & Evolution,2014,1
30000345,Genetic Diversity of Pollinators in Fragmented Habitats,Urban gardens in Central Valley CA provide crucial refuge for Osmia lignaria amidst surrounding agricultural monocultures. Species richness was 418x higher in garden plots.,"Anderson T, Jones K, Smith J, Taylor S, Garcia L",10.11468/pollinator.2013.9303,Journal of Applied Ecology,2013,10
30000346,Long-Term Trends in Pollinator Abundance and Pesticide Use,This study evaluates the impact of organophosphate exposure on Bombus impatiens colonies across Great Plains. Results indicate a 50% decline in colony health metrics over the study period.,"Wilson P, Garcia L, Martin F, Smith J, Taylor S",10.18039/pollinator.2017.6584,Nature Ecology & Evolution,2023,4
30000347,Pesticide Impact on Honeybee Colony Health,A meta-analysis of 426 studies spanning 5 years demonstrates that organophosphate negatively affects Bombus terrestris foraging behavior and navigation abilities.,"Williams R, Jackson B, Jones K",10.16184/pollinator.2017.1336,Science of the Total Environment,2015,6
30000348,Pesticide Impact on Honeybee Colony Health,"Climate change shifts the phenology of flowering plants in Southern US, disrupting Megachile rotundata pollination networks. Mean bloom date advanced by 2 days per decade.","Moore H, Johnson A, Martin F",10.17812/pollinator.2016.9533,Science of the Total Environment,2019,7
30000349,Sublethal Neonicotinoid Effects on Solitary Bees,Residues of organophosphate found in pollen samples correlate with increased mortality in Megachile rotundata. Lethal dose thresholds were exceeded in 58% of tested fields.,"Martinez C, Moore H, Brown M, Lee W, Smith J",10.12548/pollinator.2023.8099,"Agriculture, Ecosystems & Environment",2015,6
30000350,Integrated Pest Management Benefits for Pollinator Health,Habitat fragmentation in Eastern Seaboard leads to reduced genetic diversity in native Bombus impatiens populations. We analyzed 187 sampling sites over 9 years.,"Johnson A, Martin F, Garcia L, Taylor S",10.13698/pollinator.2024.2369,PNAS,2022,7
30000351,Long-Term Trends in Pollinator Abundance and Pesticide Use,Field trials in Midwest US show that integrated pest management reduces Apis mellifera mortality by 64% compared to conventional clothianidin application schedules.,"Anderson T, Martin F, Thomas D",10.18934/pollinator.2020.7361,"Agriculture, Ecosystems & Environment",2019,8
30000352,Phenological Shifts in Plant-Pollinator Networks Under Climate Change,Urban gardens in Eastern Seaboard provide crucial refuge for Osmia lignaria amidst surrounding agricultural monocultures. Species richness was 257x higher in garden plots.,"Johnson A, Jones K, Wilson P",10.12197/pollinator.2014.7417,Ecology Letters,2013,3
30000353,Long-Term Trends in Pollinator Abundance and Pesticide Use,"Climate change shifts the phenology of flowering plants in Midwest US, disrupting Osmia lignaria pollination networks. Mean bloom date advanced by 2 days per decade.","Thomas D, Jackson B",10.11832/pollinator.2011.4068,PNAS,2021,5
30000354,Genetic Diversity of Pollinators in Fragmented Habitats,Long-term monitoring of Megachile rotundata populations in Pacific Northwest reveals significant population declines linked to glyphosate application rates. We recommend immediate policy intervention.,"Wilson P, Anderson T, Thomas D",10.13682/pollinator.2012.6745,Science of the Total Environment,2016,8
30000355,Pesticide Impact on Honeybee Colony Health,Long-term monitoring of Bombus terrestris populations in Midwest US reveals significant population declines linked to glyphosate application rates. We recommend immediate policy intervention.,"Wilson P, Williams R",10.17607/pollinator.2013.9097,Environmental Science & Technology,2012,5
30000356,Sublethal Neonicotinoid Effects on Solitary Bees,Long-term monitoring of Osmia lignaria populations in Midwest US reveals significant population declines linked to thiamethoxam application rates. We recommend immediate policy intervention.,"Johnson A, Brown M",10.13384/pollinator.2014.2145,Ecology Letters,2022,9
30000357,Sublethal Neonicotinoid Effects on Solitary Bees,A meta-analysis of 52 studies spanning 8 years demonstrates that glyphosate negatively affects native bumblebee foraging behavior and navigation abilities.,"Garcia L, Brown M, Moore H, Smith J",10.15239/pollinator.2018.8446,Journal of Applied Ecology,2021,8
30000358,Integrated Pest Management Benefits for Pollinator Health,Long-term monitoring of Bombus impatiens populations in Midwest US reveals significant population declines linked to glyphosate application rates. We recommend immediate policy intervention.,"Wilson P, Jones K, Thomas D, Brown M, Garcia L",10.14560/pollinator.2017.1547,"Agriculture, Ecosystems & Environment",2015,9
30000359,Genetic Diversity of Pollinators in Fragmented Habitats,Field trials in Great Plains show that integrated pest management reduces Apis mellifera mortality by 25% compared to conventional thiamethoxam application schedules.,"Lee W, Jackson B, Smith J, Brown M",10.11215/pollinator.2020.9155,Nature Ecology & Evolution,2014,11
30000360,Long-Term Trends in Pollinator Abundance and Pesticide Use,Residues of clothianidin found in pollen samples correlate with increased mortality in Megachile rotundata. Lethal dose thresholds were exceeded in 64% of tested fields.,"Moore H, Jones K, Martinez C",10.16347/pollinator.2015.2359,Nature Ecology & Evolution,2011,12
30000361,Pesticide Impact on Honeybee Colony Health,"Climate change shifts the phenology of flowering plants in Southern US, disrupting Apis mellifera pollination networks. Mean bloom date advanced by 4 days per decade.","Thomas D, Garcia L, Wilson P, Jones K",10.14019/pollinator.2022.8593,Nature Ecology & Evolution,2020,3
30000362,Sublethal Neonicotinoid Effects on Solitary Bees,Habitat fragmentation in Southern US leads to reduced genetic diversity in native Osmia lignaria populations. We analyzed 40 sampling sites over 13 years.,"Wilson P, Jones K, Smith J, Garcia L",10.19699/pollinator.2011.2038,Nature Ecology & Evolution,2021,8
30000363,Urban Pollinator Conservation: A Garden Ecology Study,Urban gardens in Pacific Northwest provide crucial refuge for native bumblebee amidst surrounding agricultural monocultures. Species richness was 160x higher in garden plots.,"Jones K, Jackson B",10.17081/pollinator.2015.7861,Journal of Applied Ecology,2014,12
30000364,Meta-Analysis of Pesticide Effects on Bee Foraging Behavior,Urban gardens in Great Plains provide crucial refuge for native bumblebee amidst surrounding agricultural monocultures. Species richness was 129x higher in garden plots.,"Moore H, Lee W",10.15445/pollinator.2015.2515,Science of the Total Environment,2021,9
30000365,Genetic Diversity of Pollinators in Fragmented Habitats,Habitat fragmentation in Central Valley CA leads to reduced genetic diversity in native native bumblebee populations. We analyzed 168 sampling sites over 4 years.,"Taylor S, Thomas D, Moore H",10.19612/pollinator.2018.1424,Science of the Total Environment,2014,4
30000366,Phenological Shifts in Plant-Pollinator Networks Under Climate Change,Habitat fragmentation in Eastern Seaboard leads to reduced genetic diversity in native Bombus terrestris populations. We analyzed 458 sampling sites over 4 years.,"Jones K, Lee W, Anderson T",10.18379/pollinator.2019.9462,Nature Ecology & Evolution,2017,3
30000367,Meta-Analysis of Pesticide Effects on Bee Foraging Behavior,A meta-analysis of 486 studies spanning 17 years demonstrates that organophosphate negatively affects Bombus impatiens foraging behavior and navigation abilities.,"Martin F, Brown M, Taylor S, Moore H, Williams R",10.18922/pollinator.2010.3981,Environmental Science & Technology,2012,3
30000368,Urban Pollinator Conservation: A Garden Ecology Study,Field trials in Eastern Seaboard show that integrated pest management reduces native bumblebee mortality by 29% compared to conventional organophosphate application schedules.,"Brown M, Taylor S, Garcia L",10.17277/pollinator.2019.6320,PNAS,2022,2
30000369,Genetic Diversity of Pollinators in Fragmented Habitats,Field trials in Eastern Seaboard show that integrated pest management reduces native bumblebee mortality by 8% compared to conventional glyphosate application schedules.,"Jackson B, Moore H, Jones K, Brown M, Williams R",10.12078/pollinator.2023.6726,Science of the Total Environment,2012,12
30000370,Sublethal Neonicotinoid Effects on Solitary Bees,"Climate change shifts the phenology of flowering plants in Pacific Northwest, disrupting Megachile rotundata pollination networks. Mean bloom date advanced by 11 days per decade.","Williams R, Anderson T",10.12122/pollinator.2011.6030,Nature Ecology & Evolution,2011,1
30000371,Sublethal Neonicotinoid Effects on Solitary Bees,A meta-analysis of 236 studies spanning 7 years demonstrates that glyphosate negatively affects Megachile rotundata foraging behavior and navigation abilities.,"Moore H, Johnson A, Jones K, Thomas D, Garcia L",10.13170/pollinator.2020.5592,Environmental Science & Technology,2011,5
30000372,Phenological Shifts in Plant-Pollinator Networks Under Climate Change,A meta-analysis of 280 studies spanning 14 years demonstrates that clothianidin negatively affects native bumblebee foraging behavior and navigation abilities.,"Wilson P, Thomas D, Martin F",10.14306/pollinator.2013.7425,Ecology Letters,2023,2
30000373,Integrated Pest Management Benefits for Pollinator Health,A meta-analysis of 116 studies spanning 8 years demonstrates that neonicotinoid negatively affects native bumblebee foraging behavior and navigation abilities.,"Wilson P, Martinez C, Smith J",10.17674/pollinator.2015.5444,Environmental Science & Technology,2011,7
30000374,Pesticide Impact on Honeybee Colony Health,Residues of organophosphate found in pollen samples correlate with increased mortality in Apis mellifera. Lethal dose thresholds were exceeded in 37% of tested fields.,"Smith J, Martinez C, Thomas D",10.11341/pollinator.2023.7696,Science of the Total Environment,2013,9
30000375,Long-Term Trends in Pollinator Abundance and Pesticide Use,Long-term monitoring of Megachile rotundata populations in Eastern Seaboard reveals significant population declines linked to organophosphate application rates. We recommend immediate policy intervention.,"Smith J, Martinez C",10.11870/pollinator.2020.8843,Ecology Letters,2024,6
30000376,Long-Term Trends in Pollinator Abundance and Pesticide Use,Habitat fragmentation in Southern US leads to reduced genetic diversity in native native bumblebee populations. We analyzed 280 sampling sites over 16 years.,"Martinez C, Moore H, Johnson A, Lee W",10.11638/pollinator.2013.3409,Ecology Letters,2020,7
30000377,Integrated Pest Management Benefits for Pollinator Health,Residues of glyphosate found in pollen samples correlate with increased mortality in Bombus terrestris. Lethal dose thresholds were exceeded in 59% of tested fields.,"Jackson B, Moore H, Lee W, Thomas D",10.11141/pollinator.2013.2221,"Agriculture, Ecosystems & Environment",2014,1
30000378,Phenological Shifts in Plant-Pollinator Networks Under Climate Change,Habitat fragmentation in Midwest US leads to reduced genetic diversity in native Bombus terrestris populations. We analyzed 325 sampling sites over 11 years.,"Jackson B, Johnson A, Garcia L, Moore H",10.17463/pollinator.2016.5174,"Agriculture, Ecosystems & Environment",2023,6
30000379,Pesticide Impact on Honeybee Colony Health,"Climate change shifts the phenology of flowering plants in Pacific Northwest, disrupting Bombus impatiens pollination networks. Mean bloom date advanced by 4 days per decade.","Martinez C, Garcia L, Williams R, Taylor S",10.16629/pollinator.2019.2959,Nature Ecology & Evolution,2010,1
30000380,Urban Pollinator Conservation: A Garden Ecology Study,A meta-analysis of 109 studies spanning 8 years demonstrates that neonicotinoid negatively affects Bombus terrestris foraging behavior and navigation abilities.,"Jackson B, Thomas D, Martinez C",10.14642/pollinator.2013.1246,PNAS,2019,4
30000381,Long-Term Trends in Pollinator Abundance and Pesticide Use,Residues of glyphosate found in pollen samples correlate with increased mortality in Bombus terrestris. Lethal dose thresholds were exceeded in 5% of tested fields.,"Jackson B, Johnson A, Martinez C, Smith J",10.11822/pollinator.2021.4230,PNAS,2021,1
30000382,Integrated Pest Management Benefits for Pollinator Health,Long-term monitoring of native bumblebee populations in Central Valley CA reveals significant population declines linked to thiamethoxam application rates. We recommend immediate policy intervention.,"Moore H, Johnson A",10.11907/pollinator.2014.7449,"Agriculture, Ecosystems & Environment",2011,5
30000383,Urban Pollinator Conservation: A Garden Ecology Study,Field trials in Eastern Seaboard show that integrated pest management reduces Apis mellifera mortality by 16% compared to conventional glyphosate application schedules.,"Smith J, Martinez C, Johnson A, Wilson P, Garcia L",10.14064/pollinator.2020.6855,"Agriculture, Ecosystems & Environment",2011,5
30000384,Meta-Analysis of Pesticide Effects on Bee Foraging Behavior,"Climate change shifts the phenology of flowering plants in Central Valley CA, disrupting native bumblebee pollination networks. Mean bloom date advanced by 2 days per decade.","Anderson T, Johnson A",10.13834/pollinator.2013.8074,PNAS,2015,11
30000385,Meta-Analysis of Pesticide Effects on Bee Foraging Behavior,Field trials in Southern US show that integrated pest management reduces Osmia lignaria mortality by 24% compared to conventional clothianidin application schedules.,"Taylor S, Thomas D, Smith J, Wilson P, Martinez C",10.16195/pollinator.2018.5127,Journal of Applied Ecology,2021,2
30000386,Sublethal Neonicotinoid Effects on Solitary Bees,Urban gardens in Southern US provide crucial refuge for Apis mellifera amidst surrounding agricultural monocultures. Species richness was 18x higher in garden plots.,"Thomas D, Johnson A",10.19233/pollinator.2022.1319,Ecology Letters,2012,8
30000387,Phenological Shifts in Plant-Pollinator Networks Under Climate Change,This study evaluates the impact of clothianidin exposure on Osmia lignaria colonies across Pacific Northwest. Results indicate a 47% decline in colony health metrics over the study period.,"Wilson P, Williams R, Martin F, Anderson T, Taylor S",10.15012/pollinator.2024.8603,Environmental Science & Technology,2023,4
30000388,Meta-Analysis of Pesticide Effects on Bee Foraging Behavior,This study evaluates the impact of imidacloprid exposure on Bombus terrestris colonies across Midwest US. Results indicate a 64% decline in colony health metrics over the study period.,"Garcia L, Johnson A",10.16010/pollinator.2020.7923,Nature Ecology & Evolution,2015,2
30000389,Genetic Diversity of Pollinators in Fragmented Habitats,"Climate change shifts the phenology of flowering plants in Eastern Seaboard, disrupting Apis mellifera pollination networks. Mean bloom date advanced by 7 days per decade.","Wilson P, Garcia L",10.11694/pollinator.2020.9018,Ecology Letters,2013,4
30000390,Integrated Pest Management Benefits for Pollinator Health,Field trials in Southern US show that integrated pest management reduces Bombus terrestris mortality by 57% compared to conventional organophosphate application schedules.,"Jones K, Martin F, Garcia L",10.14878/pollinator.2010.8986,PNAS,2019,5
30000391,Long-Term Trends in Pollinator Abundance and Pesticide Use,This study evaluates the impact of organophosphate exposure on Megachile rotundata colonies across Central Valley CA. Results indicate a 50% decline in colony health metrics over the study period.,"Johnson A, Williams R, Jones K, Moore H, Garcia L",10.12881/pollinator.2024.3476,Journal of Applied Ecology,2016,2
