ID,DATE,ELEMENT,DATA_VALUE,M_FLAG,Q_FLAG,S_FLAG,OBS_TIME
USW0083183,20230729,SNOW,4,,,K,1700
USW0083183,20230729,TMIN,-21,,,K,1800
USW0083183,20230809,TMIN,-53,,,K,0800
USW0083183,20230809,PRCP,7,,,7,1800
USW0083183,20230809,TMAX,167,,,N,1800
USW0083183,20230809,SNWD,18,,,N,0800
USW0083183,20230810,TMAX,146,,,W,1700
USW0083183,20230810,SNOW,1,,,X,1700
USW0083183,20230810,PRCP,63,,,X,0800
USW0083183,20230810,SNWD,5,,,7,0800
USW0083183,20230824,TMIN,24,,,7,1800
USW0083183,20230824,PRCP,17,,,N,0800
USW0083183,20230824,SNWD,8,,,N,
USW0083183,20230829,SNOW,0,,,7,1700
USW0083183,20230829,SNWD,5,,,W,0800
USW0083183,20230831,TMAX,299,,,X,1800
USW0083183,20230831,SNOW,12,,,W,0800
USW0083183,20230831,PRCP,42,,,X,0800
USW0083183,20230906,TMIN,-137,,,7,1700
USW0083183,20230906,PRCP,18,,,X,1800
USW0083183,20230909,SNOW,22,,,K,0700
USW0083183,20230909,TMIN,-158,,,X,1800
USW0083183,20230909,PRCP,11,,,K,0700
USW0083183,20230909,SNWD,46,,,7,0800
USW0083183,20230915,TMAX,135,,,K,0800
USW0083183,20230915,TMIN,120,,,K,0700
USW0083183,20230916,TMIN,-59,,,X,1800
USW0083183,20230916,SNWD,23,,,K,
USW0083183,20230924,SNWD,13,,,W,1700
USW0083183,20230924,TMIN,-19,,,N,0800
USW0083183,20230924,TMAX,165,,,7,0800
USW0083183,20230924,PRCP,70,,,7,0700
USW0083183,20230928,TMAX,271,,,N,1800
USW0083183,20230928,PRCP,18,,,X,1700
USW0083183,20230928,SNOW,7,,,X,1800
USW0083183,20231201,SNOW,20,,,7,
USW0083183,20231201,PRCP,2,,,N,0700
USW0083183,20231201,TMIN,133,,,X,1700
USW0083183,20231212,SNWD,6,,,K,0700
USW0083183,20231212,PRCP,50,,,7,1800
USW0083183,20231221,TMAX,118,,,N,
USW0083183,20231221,SNWD,60,,,7,0800
USW0083183,20231225,SNWD,31,,,W,1800
USW0083183,20231225,PRCP,14,,,7,0800
USW0083183,20231225,TMAX,133,,,N,1800
USW0083183,20231230,TMIN,-101,,,K,1800
USW0083183,20231230,TMAX,173,,,W,0800
USW0035499,20200102,TMAX,133,,,X,
USW0035499,20200102,SNOW,11,,,X,0700
USW0035499,20200105,TMIN,125,,,7,1800
USW0035499,20200105,SNWD,11,,,X,0700
USW0035499,20200105,TMAX,234,,,W,0800
USW0035499,20200107,SNWD,4,,,7,0700
USW0035499,20200107,TMIN,68,,,W,0800
USW0035499,20200107,TMAX,199,,,W,
USW0035499,20200107,SNOW,0,,,K,0800
USW0035499,20200109,SNWD,21,,,7,0700
USW0035499,20200109,SNOW,3,,,N,0700
USW0035499,20200109,PRCP,67,,,K,0800
USW0035499,20200109,TMIN,-69,,,K,
USW0035499,20200110,TMIN,232,,,N,0800
USW0035499,20200110,SNWD,31,,,W,1700
USW0035499,20200110,TMAX,368,,,K,1700
USW0035499,20200119,SNWD,0,,,W,1800
USW0035499,20200119,PRCP,7,,,N,1800
USW0035499,20200119,TMIN,50,,,N,1800
USW0035499,20200124,TMAX,40,,,K,0800
USW0035499,20200124,SNWD,10,,,W,0700
USW0035499,20200130,TMAX,268,,,7,0700
USW0035499,20200130,SNOW,30,,,7,0700
USW0035499,20200202,SNWD,12,,,7,1800
USW0035499,20200202,PRCP,32,,,W,1700
USW0035499,20200202,TMIN,27,,,K,
USW0035499,20200209,TMAX,265,,,X,1700
USW0035499,20200209,TMIN,85,,,W,0700
USW0035499,20200209,PRCP,31,,,W,0700
USW0035499,20200209,SNWD,9,,,X,0700
USW0035499,20200214,TMIN,30,,,X,
USW0035499,20200214,PRCP,31,,,W,
USW0035499,20200214,SNOW,36,,,K,0700
USW0035499,20200307,PRCP,4,,,W,1700
USW0035499,20200307,SNOW,5,,,K,1800
USW0035499,20200309,PRCP,44,,,N,0800
USW0035499,20200309,SNWD,59,,,W,1700
USW0035499,20200309,TMIN,101,,,W,
USW0035499,20200316,TMAX,124,,,K,1700
USW0035499,20200316,PRCP,83,,,X,0800
USW0035499,20200316,TMIN,-14,,,X,0700
USW0035499,20200316,SNWD,30,,,7,
USW0035499,20200323,TMAX,239,,,X,0800
USW0035499,20200323,SNOW,6,,,7,0800
USW0035499,20200323,TMIN,-100,,,X,0800
USW0035499,20200323,SNWD,9,,,K,
USW0035499,20200401,SNWD,33,,,N,0700
USW0035499,20200401,PRCP,35,,,W,1800
USW0035499,20200410,TMIN,98,,,K,1700
USW0035499,20200410,TMAX,396,,,K,0800
USW0035499,20200410,SNWD,71,,,K,1700
USW0035499,20200501,TMIN,116,,,W,0700
USW0035499,20200501,SNOW,9,,,X,0800
USW0035499,20200501,TMAX,200,,,K,0800
USW0035499,20200501,PRCP,82,,,K,
USW0035499,20200505,PRCP,43,,,W,1800
USW0035499,20200505,SNWD,7,,,W,
USW0035499,20200513,PRCP,31,,,N,0800
USW0035499,20200513,TMAX,122,,,N,
USW0035499,20200514,TMAX,214,,,N,0700
USW0035499,20200514,SNWD,2,,,7,
USW0035499,20200519,TMIN,1,,,7,
USW0035499,20200519,TMAX,298,,,X,1800
USW0035499,20200519,PRCP,15,,,N,1700
USW0035499,20200521,TMIN,65,,,7,
USW0035499,20200521,SNOW,15,,,K,0800
USW0035499,20200521,SNWD,20,,,X,0700
USW0035499,20200522,TMIN,60,,,7,0800
USW0035499,20200522,PRCP,9,,,W,1800
USW0035499,20200522,TMAX,339,,,W,0700
USW0035499,20200522,SNOW,38,,,N,1700
USW0035499,20200528,PRCP,8,,,N,1800
USW0035499,20200528,SNWD,34,,,K,1700
USW0035499,20200528,TMIN,70,,,N,0700
USW0035499,20200529,PRCP,2,,,W,1800
USW0035499,20200529,TMIN,-21,,,X,
USW0035499,20200607,SNWD,0,,,7,0800
USW0035499,20200607,TMAX,248,,,K,1800
USW0035499,20200607,SNOW,8,,,N,0700
USW0035499,20200607,PRCP,149,,,W,1700
USW0035499,20200619,PRCP,12,,,N,0800
USW0035499,20200619,TMIN,7,,,K,0700
USW0035499,20200619,TMAX,200,,,W,1800
USW0035499,20200619,SNOW,3,,,X,0700
USW0035499,20200621,SNOW,12,,,N,0700
USW0035499,20200621,TMAX,244,,,N,
USW0035499,20200623,SNWD,24,,,W,0800
USW0035499,20200623,TMIN,96,,,X,0700
USW0035499,20200623,TMAX,84,,,7,0700
USW0035499,20200624,SNWD,12,,,K,
USW0035499,20200624,PRCP,29,,,W,1700
USW0035499,20200624,TMIN,176,,,X,1700
USW0035499,20200626,TMAX,193,,,W,
USW0035499,20200626,SNOW,5,,,K,1800
USW0035499,20200702,PRCP,5,,,K,0800
USW0035499,20200702,SNWD,10,,,X,1700
USW0035499,20200702,TMAX,227,,,W,0700
USW0035499,20200704,TMIN,13,,,W,1800
USW0035499,20200704,TMAX,129,,,W,
USW0035499,20200704,SNWD,1,,,W,0700
USW0035499,20200704,PRCP,57,,,N,1800
USW0035499,20200705,TMAX,344,,,N,0800
USW0035499,20200705,SNOW,13,,,K,
USW0035499,20200705,TMIN,35,,,7,0800
USW0035499,20200711,PRCP,26,,,7,0700
USW0035499,20200711,TMAX,109,,,7,0800
USW0035499,20200711,SNOW,3,,,X,
USW0035499,20200711,TMIN,66,,,7,
USW0035499,20200714,TMIN,183,,,X,1800
USW0035499,20200714,TMAX,269,,,7,
USW0035499,20200716,SNOW,1,,,X,1700
USW0035499,20200716,TMAX,162,,,X,1700
USW0035499,20200716,SNWD,57,,,7,0800
USW0035499,20200717,SNWD,0,,,X,1700
USW0035499,20200717,TMAX,127,,,W,1700
USW0035499,20200717,PRCP,62,,,K,1700
USW0035499,20200717,TMIN,109,,,K,0700
USW0035499,20200721,PRCP,48,,,W,0700
USW0035499,20200721,TMIN,75,,,X,1700
USW0035499,20200730,TMIN,9,,,N,1700
USW0035499,20200730,PRCP,16,,,7,
USW0035499,20200730,SNWD,7,,,X,0800
USW0035499,20200730,TMAX,139,,,N,0800
USW0035499,20200804,SNWD,4,,,7,1800
USW0035499,20200804,PRCP,39,,,7,
USW0035499,20200804,SNOW,27,,,N,1700
USW0035499,20200812,TMIN,150,,,7,0700
USW0035499,20200812,SNWD,11,,,7,
USW0035499,20200812,PRCP,10,,,X,1800
USW0035499,20200814,SNOW,6,,,X,1700
USW0035499,20200814,PRCP,18,,,K,1800
USW0035499,20200814,TMAX,42,,,W,1700
USW0035499,20200816,SNOW,0,,,7,1800
USW0035499,20200816,TMAX,179,,,X,0800
USW0035499,20200817,TMIN,-32,,,7,
USW0035499,20200817,SNWD,39,,,N,
USW0035499,20200817,TMAX,266,,,X,1800
USW0035499,20200818,TMIN,70,,,7,1800
USW0035499,20200818,TMAX,282,,,X,1700
USW0035499,20200818,SNWD,5,,,X,
USW0035499,20200821,SNOW,0,,,K,1700
USW0035499,20200821,TMIN,23,,,W,1800
USW0035499,20200902,PRCP,0,,,N,0700
USW0035499,20200902,TMIN,88,,,X,
USW0035499,20200902,SNWD,10,,,7,1700
USW0035499,20200902,SNOW,6,,,W,1800
USW0035499,20200905,PRCP,23,,,X,
USW0035499,20200905,TMAX,222,,,K,1700
USW0035499,20200905,SNOW,3,,,7,0700
USW0035499,20200905,TMIN,125,,,K,0700
USW0035499,20200908,TMIN,82,,,X,1800
USW0035499,20200908,PRCP,20,,,K,1700
USW0035499,20200908,SNOW,14,,,7,0800
USW0035499,20200910,SNWD,7,,,7,0800
USW0035499,20200910,SNOW,3,,,7,0700
USW0035499,20200910,TMAX,270,,,W,
USW0035499,20200910,PRCP,38,,,X,
USW0035499,20200922,SNWD,5,,,X,
USW0035499,20200922,PRCP,18,,,K,
USW0035499,20200922,TMAX,200,,,W,0700
USW0035499,20200922,TMIN,113,,,W,1800
USW0035499,20200927,TMIN,39,,,W,0700
USW0035499,20200927,PRCP,59,,,7,0700
USW0035499,20200927,SNWD,14,,,X,
USW0035499,20200929,TMAX,164,,,X,0700
USW0035499,20200929,PRCP,24,,,W,
USW0035499,20200929,TMIN,89,,,7,1800
USW0035499,20200929,SNOW,2,,,W,0800
USW0035499,20201004,SNWD,21,,,K,1700
USW0035499,20201004,PRCP,33,,,7,1800
USW0035499,20201004,TMIN,17,,,W,1700
USW0035499,20201006,SNWD,2,,,N,1700
USW0035499,20201006,PRCP,15,,,N,
USW0035499,20201007,PRCP,3,,,K,1800
USW0035499,20201007,SNOW,1,,,N,0800
USW0035499,20201008,PRCP,36,,,X,0800
USW0035499,20201008,SNOW,0,,,X,0700
USW0035499,20201008,SNWD,38,,,X,1700
USW0035499,20201009,SNOW,22,,,7,1800
USW0035499,20201009,SNWD,36,,,W,0800
USW0035499,20201013,TMIN,180,,,X,1700
USW0035499,20201013,PRCP,80,,,X,1700
USW0035499,20201013,SNWD,2,,,K,1700
USW0035499,20201013,SNOW,3,,,N,0700
USW0035499,20201014,TMIN,-37,,,X,1800
USW0035499,20201014,SNOW,5,,,N,
USW0035499,20201014,SNWD,0,,,N,0800
USW0035499,20201030,SNOW,14,,,7,0800
USW0035499,20201030,PRCP,21,,,N,0700
USW0035499,20201030,SNWD,2,,,7,0700
USW0035499,20201030,TMAX,231,,,7,1700
USW0035499,20201031,PRCP,27,,,X,0800
USW0035499,20201031,SNWD,75,,,N,1700
USW0035499,20201031,SNOW,6,,,W,1700
USW0035499,20201031,TMAX,204,,,K,1700
USW0035499,20201108,TMIN,-68,,,N,
USW0035499,20201108,SNOW,16,,,N,1700
USW0035499,20201108,PRCP,30,,,K,1700
USW0035499,20201110,PRCP,4,,,7,
USW0035499,20201110,TMIN,-29,,,7,0800
USW0035499,20201128,SNOW,19,,,N,0700
USW0035499,20201128,TMAX,161,,,W,1700
USW0035499,20201128,PRCP,28,,,K,
USW0035499,20201128,TMIN,-58,,,N,1700
USW0035499,20201204,SNOW,0,,,W,1800
USW0035499,20201204,TMAX,224,,,K,1800
USW0035499,20201204,SNWD,15,,,X,0700
USW0035499,20201204,TMIN,-80,,,K,0800
USW0035499,20201206,TMIN,10,,,X,0700
USW0035499,20201206,SNWD,18,,,K,1700
USW0035499,20201206,TMAX,187,,,K,0700
USW0035499,20201210,PRCP,10,,,N,0700
USW0035499,20201210,TMIN,84,,,K,1700
USW0035499,20201221,TMIN,44,,,W,1800
USW0035499,20201221,PRCP,6,,,X,1800
USW0035499,20201221,SNWD,14,,,X,1700
USW0035499,20201221,TMAX,314,,,N,0800
USW0035499,20201229,SNOW,43,,,X,
USW0035499,20201229,PRCP,3,,,7,1700
USW0035499,20201229,TMAX,115,,,K,1800
USW0035499,20201230,SNOW,11,,,X,1700
USW0035499,20201230,TMIN,66,,,X,0800
USW0035499,20201230,TMAX,136,,,N,0800
USW0035499,20201230,SNWD,7,,,X,0800
USW0035499,20210104,TMAX,157,,,7,1800
USW0035499,20210104,SNOW,8,,,N,1700
USW0035499,20210108,TMAX,292,,,X,
USW0035499,20210108,SNWD,23,,,N,0700
USW0035499,20210108,TMIN,93,,,W,1700
USW0035499,20210115,TMIN,-3,,,7,1800
USW0035499,20210115,SNOW,0,,,X,1800
USW0035499,20210117,TMAX,98,,,N,0700
USW0035499,20210117,SNOW,7,,,K,0800
USW0035499,20210123,SNWD,7,,,W,
USW0035499,20210123,TMIN,-8,,,W,
USW0035499,20210123,PRCP,10,,,K,1700
USW0035499,20210124,SNWD,12,,,K,1700
USW0035499,20210124,TMIN,66,,,W,0800
USW0035499,20210124,TMAX,151,,,X,
USW0035499,20210211,SNOW,0,,,N,1700
USW0035499,20210211,TMAX,16,,,7,0800
USW0035499,20210218,TMAX,242,,,K,0700
USW0035499,20210218,TMIN,9,,,X,0700
USW0035499,20210225,TMIN,109,,,X,
USW0035499,20210225,SNOW,22,,,X,1800
USW0035499,20210225,PRCP,9,,,W,0800
USW0035499,20210225,TMAX,275,,,7,1700
USW0035499,20210228,PRCP,9,,,7,1700
USW0035499,20210228,TMAX,149,,,K,0800
USW0035499,20210302,PRCP,55,,,W,1700
USW0035499,20210302,SNWD,2,,,7,1800
USW0035499,20210302,TMIN,294,,,N,
USW0035499,20210311,PRCP,88,,,W,0800
USW0035499,20210311,TMAX,137,,,N,0700
USW0035499,20210321,TMAX,360,,,N,
USW0035499,20210321,SNWD,6,,,7,1800
USW0035499,20210321,TMIN,0,,,X,0800
USW0035499,20210321,PRCP,47,,,K,1800
USW0035499,20210323,SNOW,5,,,K,1700
USW0035499,20210323,SNWD,2,,,X,1700
USW0035499,20210323,TMIN,46,,,N,
USW0035499,20210331,SNWD,22,,,W,1800
USW0035499,20210331,TMAX,222,,,7,1800
USW0035499,20210331,TMIN,-75,,,N,1700
USW0035499,20210404,SNWD,41,,,K,1700
USW0035499,20210404,TMIN,97,,,7,0800
USW0035499,20210404,SNOW,2,,,N,1700
USW0035499,20210404,TMAX,93,,,N,
USW0035499,20210407,TMAX,113,,,N,1700
USW0035499,20210407,TMIN,-40,,,W,1800
USW0035499,20210407,PRCP,4,,,7,1800
USW0035499,20210410,TMAX,164,,,X,1700
USW0035499,20210410,PRCP,22,,,K,
USW0035499,20210410,SNWD,23,,,W,0800
USW0035499,20210411,SNOW,3,,,W,1800
USW0035499,20210411,TMAX,191,,,7,
USW0035499,20210414,SNOW,5,,,W,1800
USW0035499,20210414,PRCP,23,,,X,1700
USW0035499,20210414,TMIN,-19,,,K,1700
USW0035499,20210415,TMIN,24,,,7,0700
USW0035499,20210415,PRCP,6,,,N,1800
USW0035499,20210415,TMAX,294,,,K,0700
USW0035499,20210415,SNWD,4,,,N,1700
USW0035499,20210421,PRCP,37,,,7,1800
USW0035499,20210421,SNWD,61,,,N,0700
USW0035499,20210421,TMIN,46,,,N,0700
USW0035499,20210421,TMAX,272,,,X,1700
USW0035499,20210425,PRCP,10,,,7,
USW0035499,20210425,SNWD,15,,,W,1800
USW0035499,20210425,TMIN,188,,,7,0800
USW0035499,20210506,SNWD,25,,,N,0700
USW0035499,20210506,TMIN,-52,,,N,1700
USW0035499,20210510,TMAX,335,,,X,
USW0035499,20210510,SNWD,16,,,W,1700
USW0035499,20210510,SNOW,13,,,W,0700
USW0035499,20210510,TMIN,-133,,,W,
USW0035499,20210522,SNWD,24,,,7,1800
USW0035499,20210522,PRCP,10,,,N,0800
USW0035499,20210522,TMAX,310,,,N,0700
USW0035499,20210524,TMIN,-14,,,N,1800
USW0035499,20210524,PRCP,16,,,K,1700
USW0035499,20210610,PRCP,70,,,N,1800
USW0035499,20210610,SNOW,2,,,W,0800
USW0035499,20210610,TMIN,-150,,,N,1800
USW0035499,20210610,TMAX,91,,,K,0800
USW0035499,20210615,SNOW,3,,,N,
USW0035499,20210615,TMIN,110,,,N,0800
USW0035499,20210615,TMAX,182,,,X,1700
USW0035499,20210622,TMAX,298,,,W,0700
USW0035499,20210622,SNWD,12,,,7,
USW0035499,20210625,TMAX,193,,,X,0700
USW0035499,20210625,TMIN,106,,,W,0800
USW0035499,20210625,SNOW,0,,,W,1700
USW0035499,20210628,TMAX,206,,,X,0700
USW0035499,20210628,PRCP,17,,,N,0800
USW0035499,20210628,TMIN,35,,,X,
USW0035499,20210705,TMIN,193,,,K,0700
USW0035499,20210705,SNOW,20,,,W,1800
USW0035499,20210705,SNWD,6,,,K,1700
USW0035499,20210712,PRCP,14,,,W,1800
USW0035499,20210712,TMIN,-22,,,7,
USW0035499,20210718,TMIN,76,,,K,1800
USW0035499,20210718,SNWD,20,,,W,0700
USW0035499,20210718,TMAX,205,,,X,0800
USW0035499,20210722,SNOW,17,,,N,0700
USW0035499,20210722,PRCP,6,,,X,0800
USW0035499,20210722,TMIN,54,,,K,0800
USW0035499,20210725,SNOW,5,,,7,0800
USW0035499,20210725,TMIN,28,,,7,0700
USW0035499,20210725,SNWD,32,,,X,
USW0035499,20210725,PRCP,28,,,K,1800
USW0035499,20210726,SNWD,68,,,X,0800
USW0035499,20210726,TMAX,175,,,K,0800
USW0035499,20210726,TMIN,25,,,N,1800
USW0035499,20210726,SNOW,11,,,7,0800
USW0035499,20210727,SNWD,20,,,W,0800
USW0035499,20210727,PRCP,72,,,X,0700
USW0035499,20210727,SNOW,2,,,X,0800
USW0035499,20210727,TMAX,166,,,K,0700
USW0035499,20210803,TMIN,126,,,K,
USW0035499,20210803,SNWD,7,,,K,0800
USW0035499,20210803,PRCP,35,,,K,
USW0035499,20210804,TMIN,135,,,K,1700
USW0035499,20210804,SNOW,4,,,X,1800
USW0035499,20210810,PRCP,19,,,7,1700
USW0035499,20210810,TMAX,351,,,7,1700
USW0035499,20210813,PRCP,5,,,W,0700
USW0035499,20210813,SNOW,7,,,7,1700
USW0035499,20210813,SNWD,64,,,K,0700
USW0035499,20210813,TMAX,297,,,7,0700
USW0035499,20210818,SNWD,52,,,7,1700
USW0035499,20210818,SNOW,5,,,W,
USW0035499,20210818,PRCP,49,,,X,1700
USW0035499,20210824,SNWD,12,,,K,
USW0035499,20210824,SNOW,14,,,K,1800
USW0035499,20210824,PRCP,25,,,K,0800
USW0035499,20210824,TMIN,50,,,N,
USW0035499,20210831,SNOW,8,,,X,
USW0035499,20210831,TMAX,255,,,X,0800
USW0035499,20210831,TMIN,83,,,X,
USW0035499,20210903,SNOW,5,,,K,1800
USW0035499,20210903,TMIN,149,,,7,
USW0035499,20210903,PRCP,23,,,X,0700
USW0035499,20210903,TMAX,111,,,N,0800
USW0035499,20210908,SNOW,5,,,K,
USW0035499,20210908,TMAX,257,,,X,0800
USW0035499,20210908,SNWD,8,,,W,1800
USW0035499,20210908,PRCP,6,,,X,1800
USW0035499,20210911,SNWD,36,,,N,
USW0035499,20210911,TMAX,186,,,7,1800
USW0035499,20210911,SNOW,10,,,K,1800
USW0035499,20210911,TMIN,105,,,K,0700
USW0035499,20210916,SNOW,18,,,W,0700
USW0035499,20210916,PRCP,5,,,X,1700
USW0035499,20210920,SNWD,16,,,7,
USW0035499,20210920,TMIN,42,,,N,1700
USW0035499,20210920,TMAX,312,,,X,1700
USW0035499,20210920,PRCP,11,,,W,1800
USW0035499,20211011,TMAX,213,,,7,0800
USW0035499,20211011,SNWD,26,,,N,1700
USW0035499,20211011,TMIN,-82,,,X,1800
USW0035499,20211016,PRCP,8,,,K,0700
USW0035499,20211016,TMAX,220,,,K,
USW0035499,20211021,SNOW,2,,,K,1800
USW0035499,20211021,TMIN,-80,,,7,
USW0035499,20211021,TMAX,80,,,N,1700
USW0035499,20211021,SNWD,8,,,W,1800
USW0035499,20211025,PRCP,10,,,N,1700
USW0035499,20211025,SNOW,24,,,X,0800
USW0035499,20211025,TMIN,136,,,7,0700
USW0035499,20211025,SNWD,2,,,W,0700
USW0035499,20211028,SNWD,8,,,W,0700
USW0035499,20211028,SNOW,0,,,W,0800
USW0035499,20211028,PRCP,52,,,K,1800
USW0035499,20211031,TMIN,38,,,7,
USW0035499,20211031,TMAX,189,,,N,1700
USW0035499,20211106,PRCP,53,,,7,0700
USW0035499,20211106,TMIN,-50,,,7,0800
USW0035499,20211106,TMAX,154,,,W,
USW0035499,20211106,SNOW,37,,,X,1800
USW0035499,20211120,SNWD,3,,,X,1700
USW0035499,20211120,SNOW,14,,,K,
USW0035499,20211120,TMAX,130,,,7,0700
USW0035499,20211128,SNOW,11,,,X,
USW0035499,20211128,PRCP,130,,,X,1800
USW0035499,20211204,SNOW,1,,,7,1800
USW0035499,20211204,TMAX,133,,,X,0700
USW0035499,20211204,PRCP,62,,,X,0700
USW0035499,20211207,TMIN,-86,,,7,0800
USW0035499,20211207,TMAX,252,,,N,0800
USW0035499,20211207,PRCP,6,,,7,1700
USW0035499,20211209,TMIN,76,,,K,0800
USW0035499,20211209,SNWD,3,,,K,
USW0035499,20211209,SNOW,3,,,W,
USW0035499,20211210,SNWD,12,,,7,1700
USW0035499,20211210,PRCP,39,,,N,0700
USW0035499,20211210,TMIN,129,,,N,0800
USW0035499,20211211,TMAX,173,,,K,1800
USW0035499,20211211,TMIN,20,,,N,0700
USW0035499,20211214,TMIN,23,,,W,
USW0035499,20211214,TMAX,59,,,K,0800
USW0035499,20211214,SNWD,20,,,X,0800
USW0035499,20211214,PRCP,93,,,X,0700
USW0035499,20211217,SNOW,3,,,N,1700
USW0035499,20211217,PRCP,23,,,7,
USW0035499,20211221,TMIN,-18,,,K,0700
USW0035499,20211221,SNOW,8,,,W,0700
USW0035499,20211221,TMAX,225,,,X,1700
USW0035499,20211223,TMAX,162,,,7,1800
USW0035499,20211223,PRCP,5,,,X,1800
USW0035499,20211223,SNOW,1,,,W,1800
USW0035499,20211223,TMIN,95,,,K,0800
USW0035499,20211231,SNWD,29,,,W,1700
USW0035499,20211231,PRCP,9,,,W,0800
USW0035499,20211231,TMIN,-110,,,7,0800
USW0035499,20211231,TMAX,178,,,7,
USW0035499,20220102,SNOW,20,,,K,0800
USW0035499,20220102,TMAX,202,,,X,1700
USW0035499,20220102,SNWD,49,,,W,0800
USW0035499,20220104,PRCP,2,,,W,1800
USW0035499,20220104,SNOW,3,,,X,1800
USW0035499,20220104,TMIN,45,,,7,0800
USW0035499,20220108,TMAX,202,,,N,0800
USW0035499,20220108,SNWD,22,,,X,0800
USW0035499,20220114,TMIN,62,,,7,0700
USW0035499,20220114,SNWD,11,,,7,0800
USW0035499,20220114,PRCP,22,,,X,0700
USW0035499,20220117,TMIN,140,,,X,0700
USW0035499,20220117,SNOW,18,,,X,1800
USW0035499,20220117,SNWD,5,,,X,1800
USW0035499,20220117,TMAX,171,,,K,
USW0035499,20220128,PRCP,0,,,7,1800
USW0035499,20220128,SNWD,1,,,X,1800
USW0035499,20220130,TMIN,93,,,N,
USW0035499,20220130,TMAX,168,,,K,0800
USW0035499,20220130,PRCP,16,,,W,0700
USW0035499,20220205,SNWD,18,,,K,0700
USW0035499,20220205,PRCP,58,,,X,
USW0035499,20220206,TMAX,57,,,7,
USW0035499,20220206,TMIN,-127,,,W,1700
USW0035499,20220211,TMAX,270,,,W,0700
USW0035499,20220211,TMIN,46,,,N,0700
USW0035499,20220211,PRCP,32,,,N,0700
USW0035499,20220221,TMIN,-138,,,7,
USW0035499,20220221,PRCP,201,,,K,
USW0035499,20220221,TMAX,188,,,W,1700
USW0035499,20220221,SNOW,3,,,K,
USW0035499,20220225,PRCP,111,,,7,1700
USW0035499,20220225,TMIN,71,,,X,1700
USW0035499,20220308,SNOW,21,,,N,1700
USW0035499,20220308,TMIN,51,,,X,0700
USW0035499,20220308,SNWD,0,,,7,1800
USW0035499,20220308,TMAX,145,,,X,0800
USW0035499,20220315,PRCP,16,,,X,0800
USW0035499,20220315,SNOW,4,,,7,1800
USW0035499,20220315,SNWD,18,,,X,0700
USW0035499,20220319,PRCP,46,,,X,
USW0035499,20220319,SNWD,29,,,X,
USW0035499,20220319,TMIN,88,,,N,0800
USW0035499,20220320,PRCP,10,,,N,0700
USW0035499,20220320,SNWD,20,,,7,1800
USW0035499,20220320,TMAX,373,,,7,0800
USW0035499,20220320,SNOW,10,,,N,
USW0035499,20220326,SNOW,8,,,W,1700
USW0035499,20220326,TMIN,110,,,K,0700
USW0035499,20220326,TMAX,94,,,X,0800
USW0035499,20220326,PRCP,25,,,W,1700
USW0035499,20220329,TMAX,243,,,X,1700
USW0035499,20220329,SNOW,1,,,K,
USW0035499,20220405,TMAX,177,,,X,
USW0035499,20220405,PRCP,3,,,W,0800
USW0035499,20220405,SNOW,35,,,N,0800
USW0035499,20220405,TMIN,59,,,K,0800
USW0035499,20220410,SNOW,7,,,N,1700
USW0035499,20220410,PRCP,26,,,N,0700
USW0035499,20220410,TMIN,-2,,,N,0800
USW0035499,20220410,TMAX,158,,,X,0800
USW0035499,20220415,PRCP,28,,,W,1700
USW0035499,20220415,SNWD,12,,,X,1700
USW0035499,20220415,SNOW,30,,,X,1800
USW0035499,20220415,TMIN,72,,,N,0800
USW0035499,20220417,PRCP,32,,,7,
USW0035499,20220417,TMAX,252,,,K,0700
USW0035499,20220421,TMIN,103,,,7,1800
USW0035499,20220421,SNWD,51,,,7,
USW0035499,20220421,PRCP,8,,,W,0700
USW0035499,20220421,TMAX,134,,,K,0700
USW0035499,20220422,SNWD,33,,,W,0800
USW0035499,20220422,PRCP,0,,,X,0800
USW0035499,20220425,SNOW,2,,,7,0800
USW0035499,20220425,SNWD,73,,,N,0700
USW0035499,20220503,TMIN,-35,,,7,0800
USW0035499,20220503,SNOW,14,,,7,1800
USW0035499,20220503,PRCP,74,,,7,1800
USW0035499,20220503,TMAX,301,,,X,
USW0035499,20220507,TMAX,94,,,7,1700
USW0035499,20220507,TMIN,137,,,W,0800
USW0035499,20220507,PRCP,26,,,K,0700
USW0035499,20220509,SNOW,3,,,7,1800
USW0035499,20220509,TMIN,52,,,K,
USW0035499,20220509,SNWD,12,,,N,1700
USW0035499,20220514,SNWD,16,,,X,
USW0035499,20220514,TMIN,188,,,7,0800
USW0035499,20220514,SNOW,5,,,N,1700
USW0035499,20220514,TMAX,425,,,N,1800
USW0035499,20220601,SNWD,25,,,W,
USW0035499,20220601,TMIN,-20,,,N,0800
USW0035499,20220601,SNOW,0,,,7,1700
USW0035499,20220603,TMIN,141,,,X,0800
USW0035499,20220603,SNWD,3,,,K,0800
USW0035499,20220603,SNOW,1,,,K,1800
USW0035499,20220603,TMAX,49,,,N,1800
USW0035499,20220610,SNWD,7,,,7,0800
USW0035499,20220610,PRCP,28,,,X,
USW0035499,20220611,TMIN,4,,,7,1800
USW0035499,20220611,SNWD,23,,,7,0800
USW0035499,20220611,TMAX,222,,,N,
USW0035499,20220612,SNWD,18,,,W,1800
USW0035499,20220612,PRCP,6,,,X,1800
USW0035499,20220612,SNOW,29,,,7,0800
USW0035499,20220612,TMAX,47,,,X,1700
